"","County","Date","Year","taxon_name","mass","sex","tail","wing.chord","anterior.culmen","posterior.culmen","tarsus","Age","mean_trachea_length","trachea.diameter","sample_year","data.origin","NK","wt.index"
"2182","2",0005-01-15,2004,"Antigone canadensis tabida",6350,"M",213,536,88.2,101.7,242,"ADULT",NA,NA,5,"NMDGF",NA,2.21487603305785
"2183","2",0005-01-15,2004,"Antigone canadensis tabida",4308,"F",194,503,92.1,108.8,215,"ADULT",NA,NA,5,"NMDGF",NA,2.33953488372093
"2184","2",0005-01-15,2004,"Antigone canadensis tabida",5303,"M",191,505,85.7,103.9,228,"ADULT",NA,NA,5,"NMDGF",NA,2.21491228070175
"2185","2",0005-01-15,2004,"Antigone canadensis tabida",5284,"M",202,547,84.7,102.7,247,"ADULT",NA,NA,5,"NMDGF",NA,2.21457489878543
"2186","2",0005-01-15,2004,"Antigone canadensis tabida",5055,"F",193,510,89.4,105.4,237,"ADULT",NA,NA,5,"NMDGF",NA,2.15189873417722
"2187","2",0005-01-15,2004,"Antigone canadensis tabida",5272,"F",192,527,93.2,106.2,235,"ADULT",NA,NA,5,"NMDGF",NA,2.24255319148936
"2188","2",0005-01-15,2004,"Antigone canadensis tabida",5510,"M",201,512,88.8,104.1,256,"ADULT",NA,NA,5,"NMDGF",NA,2
"2189","2",0005-01-15,2004,"Antigone canadensis tabida",5456,"M",210,526,92.9,107.2,252,"ADULT",NA,NA,5,"NMDGF",NA,2.08730158730159
"2190","2",0005-01-15,2004,"Antigone canadensis tabida",4697,"F",184,501,82,94.9,228,"ADULT",NA,NA,5,"NMDGF",NA,2.19736842105263
"2191","2",0005-01-15,2004,"Antigone canadensis tabida",5287,"F",199,515,83.5,100.8,231,"ADULT",NA,NA,5,"NMDGF",NA,2.22943722943723
"2192","2",0005-01-15,2004,"Antigone canadensis tabida",4968,"M",181,517,85.6,99.8,243,"IMMATURE",NA,NA,5,"NMDGF",NA,2.12757201646091
"2193","3",0005-01-16,2004,"Antigone canadensis tabida",5550,"M",210,535,90.5,106.9,251,"ADULT",NA,NA,5,"NMDGF",NA,2.13147410358566
"2194","3",0005-01-16,2004,"Antigone canadensis tabida",6080,"M",198,545,85.4,98.1,251,"ADULT",NA,NA,5,"NMDGF",NA,2.17131474103586
"2195","3",0005-01-16,2004,"Antigone canadensis tabida",5173,"M",189,495,101.2,114.3,237,"ADULT",NA,NA,5,"NMDGF",NA,2.08860759493671
"2196","3",0005-01-16,2004,"Antigone canadensis tabida",5251,"F",192,494,84.5,99.9,237,"ADULT",NA,NA,5,"NMDGF",NA,2.08438818565401
"2197","3",0005-01-16,2004,"Antigone canadensis tabida",6100,"M",192,525,95.5,107.7,257,"ADULT",NA,NA,5,"NMDGF",NA,2.04280155642023
"2198","3",0005-01-16,2004,"Antigone canadensis tabida",5760,"F",215,517,84.7,103,243,"ADULT",NA,NA,5,"NMDGF",NA,2.12757201646091
"2199","2",0005-01-16,2004,"Antigone canadensis tabida",4252,"F",201,511,82.3,97.1,214,"ADULT",NA,NA,5,"NMDGF",NA,2.38785046728972
"2200","2",0005-01-16,2004,"Antigone canadensis tabida",4873,"F",217,535,84.3,99.9,230,"ADULT",NA,NA,5,"NMDGF",NA,2.32608695652174
"2201","2",0005-01-16,2004,"Antigone canadensis canadensis",3371,"M",169,443,56.7,68.7,186,"ADULT",NA,NA,5,"NMDGF",NA,2.38172043010753
"2202","2",0005-01-16,2004,"Antigone canadensis tabida",4103,"F",201,499,79.3,91.7,231,"ADULT",NA,NA,5,"NMDGF",NA,2.16017316017316
"2203","2",0005-01-16,2004,"Antigone canadensis tabida",5272,"F",176,507,76.9,90.2,227,"ADULT",NA,NA,5,"NMDGF",NA,2.23348017621145
"2204","2",0005-01-16,2004,"Antigone canadensis tabida",5590,"F",195,508,83.7,99.4,236,"ADULT",NA,NA,5,"NMDGF",NA,2.15254237288136
"2205","2",0005-01-16,2004,"Antigone canadensis tabida",4789,"F",189,497,83,101.2,238,"ADULT",NA,NA,5,"NMDGF",NA,2.08823529411765
"2206","3",0005-01-16,2004,"Antigone canadensis tabida",5680,"M",214,547,83.5,102.6,247,"ADULT",NA,NA,5,"NMDGF",NA,2.21457489878543
"2207","3",0005-01-16,2004,"Antigone canadensis tabida",4794,"F",190,499,77.2,93.4,221,"ADULT",NA,NA,5,"NMDGF",NA,2.2579185520362
"2208","3",0005-01-16,2004,"Antigone canadensis tabida",5920,"M",200,538,88.8,104.6,255,"ADULT",NA,NA,5,"NMDGF",NA,2.10980392156863
"2209","3",0005-01-16,2004,"Antigone canadensis tabida",4461,"F",169,477,89.5,93,216,"IMMATURE",NA,NA,5,"NMDGF",NA,2.20833333333333
"2210","2",0005-01-16,2004,"Antigone canadensis tabida",4844,"F",166,484,78.4,92.8,238,"IMMATURE",NA,NA,5,"NMDGF",NA,2.03361344537815
"2211","2",0005-01-16,2004,"Antigone canadensis tabida",4250,"M",174,500,84.9,100.5,236,"IMMATURE",NA,NA,5,"NMDGF",NA,2.11864406779661
"2212","2",0005-01-16,2004,"Antigone canadensis tabida",4939,"M",191,522,80.3,99.4,248,"IMMATURE",NA,NA,5,"NMDGF",NA,2.10483870967742
"2213","2",0005-01-16,2004,"Antigone canadensis tabida",4834,"M",204,541,83.4,99,234,"IMMATURE",NA,NA,5,"NMDGF",NA,2.31196581196581
"2214","3",0005-11-05,2005,"Antigone canadensis tabida",5854,"M",220,559,95.7,110,237,"ADULT",NA,NA,5,"NMDGF",NA,2.35864978902954
"2215","3",0005-11-05,2005,"Antigone canadensis tabida",5638,"F",205,537,93.2,107,243,"ADULT",NA,NA,5,"NMDGF",NA,2.20987654320988
"2216","3",0005-11-05,2005,"Antigone canadensis tabida",5817,"M",210,524,85.7,101.1,243,"ADULT",NA,NA,5,"NMDGF",NA,2.15637860082305
"2217","3",0005-11-05,2005,"Antigone canadensis tabida",4899,"F",230,492,85.5,100.7,228,"ADULT",NA,NA,5,"NMDGF",NA,2.15789473684211
"2218","3",0005-11-05,2005,"Antigone canadensis canadensis",3320,"M",169,449,55.6,66.5,186,"ADULT",NA,NA,5,"NMDGF",NA,2.41397849462366
"2219","3",0005-11-05,2005,"Antigone canadensis tabida",5422,"M",212,537,87.3,101,239,"ADULT",NA,NA,5,"NMDGF",NA,2.24686192468619
"2220","3",0005-11-05,2005,"Antigone canadensis canadensis",3516,"M",182,491,59.4,70.4,193,"ADULT",NA,NA,5,"NMDGF",NA,2.5440414507772
"2221","3",0005-11-05,2005,"Antigone canadensis tabida",4804,"F",198,500,84.7,97.6,217,"ADULT",NA,NA,5,"NMDGF",NA,2.30414746543779
"2222","3",0005-11-05,2005,"Antigone canadensis tabida",5858,"M",208,553,84.6,99,236,"ADULT",NA,NA,5,"NMDGF",NA,2.34322033898305
"2223","3",0005-11-05,2005,"Antigone canadensis tabida",5686,"M",195,507,87,107.2,244,"ADULT",NA,NA,5,"NMDGF",NA,2.07786885245902
"2224","3",0005-11-05,2005,"Antigone canadensis tabida",5696,"M",210,537,79.9,95,233,"ADULT",NA,NA,5,"NMDGF",NA,2.30472103004292
"2225","2",0005-11-05,2005,"Antigone canadensis canadensis",3693,"M",175,479,67.2,80.4,207,"ADULT",NA,NA,5,"NMDGF",NA,2.31400966183575
"2226","2",0005-11-05,2005,"Antigone canadensis tabida",5787,"F",194,539,87,105.1,238,"ADULT",NA,NA,5,"NMDGF",NA,2.26470588235294
"2227","2",0005-11-05,2005,"Antigone canadensis tabida",5117,"F",193,505,73.9,90.2,225,"ADULT",NA,NA,5,"NMDGF",NA,2.24444444444444
"2228","2",0005-11-05,2005,"Antigone canadensis tabida",4601,"F",193,495,79.3,93.7,223,"ADULT",NA,NA,5,"NMDGF",NA,2.21973094170404
"2229","2",0005-11-05,2005,"Antigone canadensis tabida",4689,"F",193,497,78.7,92.3,225,"ADULT",NA,NA,5,"NMDGF",NA,2.20888888888889
"2230","2",0005-11-05,2005,"Antigone canadensis tabida",5395,"M",210,538,85,101.9,242,"ADULT",NA,NA,5,"NMDGF",NA,2.22314049586777
"2231","2",0005-11-05,2005,"Antigone canadensis tabida",5686,"M",207,544,85.7,103.8,255,"ADULT",NA,NA,5,"NMDGF",NA,2.13333333333333
"2232","2",0005-11-05,2005,"Antigone canadensis tabida",4610,"F",205,499,82.5,95.3,225,"ADULT",NA,NA,5,"NMDGF",NA,2.21777777777778
"2233","2",0005-11-05,2005,"Antigone canadensis tabida",5191,"F",207,504,83.4,104.3,233,"ADULT",NA,NA,5,"NMDGF",NA,2.16309012875536
"2234","2",0005-11-05,2005,"Antigone canadensis tabida",5913,"M",207,528,80.7,94.9,251,"ADULT",NA,NA,5,"NMDGF",NA,2.10358565737052
"2235","2",0005-11-05,2005,"Antigone canadensis tabida",5480,"M",200,525,91.2,104.8,254,"ADULT",NA,NA,5,"NMDGF",NA,2.06692913385827
"2236","2",0005-11-05,2005,"Antigone canadensis tabida",6238,"M",210,533,89,105.2,253,"ADULT",NA,NA,5,"NMDGF",NA,2.10671936758893
"2237","3",0005-11-05,2005,"Antigone canadensis tabida",5523,"F",190,513,81.7,96.1,235,"ADULT",NA,NA,5,"NMDGF",NA,2.18297872340426
"2238","3",0005-11-05,2005,"Antigone canadensis tabida",4594,"F",189,506,89.7,108.3,240,"ADULT",NA,NA,5,"NMDGF",NA,2.10833333333333
"2239","2",0005-11-05,2005,"Antigone canadensis tabida",5795,"M",209,550,90.5,104.6,248,"ADULT",NA,NA,5,"NMDGF",NA,2.21774193548387
"2240","2",0005-11-05,2005,"Antigone canadensis tabida",4860,"F",201,511,82.2,95.7,228,"ADULT",NA,NA,5,"NMDGF",NA,2.24122807017544
"2241","2",0005-11-05,2005,"Antigone canadensis tabida",5449,"F",195,515,82,95.7,233,"ADULT",NA,NA,5,"NMDGF",NA,2.21030042918455
"2242","3",0005-11-05,2005,"Antigone canadensis canadensis",3136,"F",162,460,59.9,70.3,179,"ADULT",NA,NA,5,"NMDGF",NA,2.56983240223464
"2243","3",0005-11-05,2005,"Antigone canadensis tabida",5301,"F",200,510,79.9,93.7,224,"ADULT",NA,NA,5,"NMDGF",NA,2.27678571428571
"2244","3",0005-11-05,2005,"Antigone canadensis canadensis",3126,"M",177,475,58.8,72.9,194,"ADULT",NA,NA,5,"NMDGF",NA,2.44845360824742
"2245","3",0005-11-05,2005,"Antigone canadensis tabida",4654,"F",186,502,80,96.3,215,"ADULT",NA,NA,5,"NMDGF",NA,2.33488372093023
"2246","3",0005-11-05,2005,"Antigone canadensis tabida",6024,"M",223,571,94.4,107.3,244,"ADULT",NA,NA,5,"NMDGF",NA,2.34016393442623
"2247","2",0005-11-05,2005,"Antigone canadensis tabida",6147,"M",200,550,94.4,112.6,247,"ADULT",NA,NA,5,"NMDGF",NA,2.22672064777328
"2248","2",0005-11-05,2005,"Antigone canadensis tabida",5637,"M",218,541,90.4,105.4,240,"ADULT",NA,NA,5,"NMDGF",NA,2.25416666666667
"2249","2",0005-11-05,2005,"Antigone canadensis tabida",4873,"M",219,540,88.7,105.5,242,"ADULT",NA,NA,5,"NMDGF",NA,2.23140495867769
"2250","2",0005-11-05,2005,"Antigone canadensis tabida",5259,"F",190,502,92,106.9,233,"ADULT",NA,NA,5,"NMDGF",NA,2.15450643776824
"2251","2",0005-11-05,2005,"Antigone canadensis tabida",4835,"F",190,506,76.8,93.6,222,"ADULT",NA,NA,5,"NMDGF",NA,2.27927927927928
"2252","3",0005-11-05,2005,"Antigone canadensis tabida",5356,"F",213,492,89,103,223,"ADULT",NA,NA,5,"NMDGF",NA,2.20627802690583
"2253","3",0005-11-05,2005,"Antigone canadensis tabida",5983,"M",204,563,88.1,101.9,254,"ADULT",NA,NA,5,"NMDGF",NA,2.21653543307087
"2254","3",0005-11-05,2005,"Antigone canadensis tabida",5385,"F",225,550,93.8,115.3,244,"ADULT",NA,NA,5,"NMDGF",NA,2.25409836065574
"2255","3",0005-11-05,2005,"Antigone canadensis tabida",5266,"M",190,514,88.3,101.8,219,"ADULT",NA,NA,5,"NMDGF",NA,2.34703196347032
"2256","3",0005-11-05,2005,"Antigone canadensis tabida",5594,"M",222,512,94.7,107.1,263,"ADULT",NA,NA,5,"NMDGF",NA,1.9467680608365
"2257","2",0005-11-05,2005,"Antigone canadensis tabida",5394,"F",207,516,87.5,103.3,230,"ADULT",NA,NA,5,"NMDGF",NA,2.24347826086957
"2258","2",0005-11-05,2005,"Antigone canadensis canadensis",3295,"M",160,452,67.8,80.6,203,"ADULT",NA,NA,5,"NMDGF",NA,2.22660098522167
"2259","3",0005-11-05,2005,"Antigone canadensis tabida",4893,"F",209,490,90.6,101.4,230,"ADULT",NA,NA,5,"NMDGF",NA,2.1304347826087
"2260","2",0005-11-05,2005,"Antigone canadensis tabida",5859,"F",205,509,84,99.4,227,"ADULT",NA,NA,5,"NMDGF",NA,2.24229074889868
"2261","2",0005-11-05,2005,"Antigone canadensis tabida",5791,"M",208,534,87.3,107.3,239,"ADULT",NA,NA,5,"NMDGF",NA,2.23430962343096
"2262","2",0005-11-05,2005,"Antigone canadensis tabida",6447,"M",225,525,93.4,110.9,263,"ADULT",NA,NA,5,"NMDGF",NA,1.99619771863118
"2263","3",0005-11-05,2005,"Antigone canadensis tabida",5823,"M",196,529,86.3,102.9,248,"ADULT",NA,NA,5,"NMDGF",NA,2.13306451612903
"2264","3",0005-11-05,2005,"Antigone canadensis tabida",5272,"F",190,509,85.3,98.9,238,"ADULT",NA,NA,5,"NMDGF",NA,2.13865546218487
"2265","3",0005-11-05,2005,"Antigone canadensis tabida",5562,"F",210,554,82.7,97.2,255,"ADULT",NA,NA,5,"NMDGF",NA,2.17254901960784
"2266","3",0005-11-05,2005,"Antigone canadensis tabida",5345,"M",194,509,85.7,99.5,241,"ADULT",NA,NA,5,"NMDGF",NA,2.11203319502075
"2267","2",0005-11-05,2005,"Antigone canadensis canadensis",3354,"M",173,457,58.8,68.8,182,"ADULT",NA,NA,5,"NMDGF",NA,2.51098901098901
"2268","3",0005-11-05,2005,"Antigone canadensis tabida",5292,"M",217,528,83.5,100.1,239,"ADULT",NA,NA,5,"NMDGF",NA,2.2092050209205
"2269","3",0005-11-05,2005,"Antigone canadensis tabida",5046,"F",184,506,92.4,103,213,"ADULT",NA,NA,5,"NMDGF",NA,2.37558685446009
"2270","2",0005-11-05,2005,"Antigone canadensis tabida",5035,"F",184,529,84.9,98.7,226,"ADULT",NA,NA,5,"NMDGF",NA,2.34070796460177
"2271","2",0005-11-05,2005,"Antigone canadensis canadensis",3317,"M",176,460,58.3,69.1,171,"ADULT",NA,NA,5,"NMDGF",NA,2.69005847953216
"2272","2",0005-11-05,2005,"Antigone canadensis tabida",5392,"M",199,525,90.1,103.6,226,"ADULT",NA,NA,5,"NMDGF",NA,2.32300884955752
"2273","2",0005-11-05,2005,"Antigone canadensis tabida",5419,"M",207,540,93.2,114.4,238,"ADULT",NA,NA,5,"NMDGF",NA,2.26890756302521
"2274","2",0005-11-05,2005,"Antigone canadensis tabida",6428,"M",220,545,86.8,101,245,"ADULT",NA,NA,5,"NMDGF",NA,2.22448979591837
"2275","2",0005-11-05,2005,"Antigone canadensis tabida",5192,"F",199,510,87.8,103.3,217,"ADULT",NA,NA,5,"NMDGF",NA,2.35023041474654
"2276","2",0005-11-05,2005,"Antigone canadensis tabida",5740,"F",217,540,92.8,111.8,250,"ADULT",NA,NA,5,"NMDGF",NA,2.16
"2277","3",0005-11-05,2005,"Antigone canadensis canadensis",3579,"M",180,456,65,76.5,174,"AQ",NA,NA,5,"NMDGF",NA,2.62068965517241
"2278","2",0005-11-06,2005,"Antigone canadensis tabida",4578,"F",186,487,93.3,110.2,225,"ADULT",NA,NA,5,"NMDGF",NA,2.16444444444444
"2279","2",0005-11-06,2005,"Antigone canadensis tabida",5409,"M",200,535,80,97.8,255,"ADULT",NA,NA,5,"NMDGF",NA,2.09803921568627
"2280","2",0005-11-06,2005,"Antigone canadensis tabida",5033,"M",217,529,91.2,112.1,228,"ADULT",NA,NA,5,"NMDGF",NA,2.32017543859649
"2281","2",0005-11-06,2005,"Antigone canadensis tabida",6381,"M",210,540,88.7,110.9,256,"ADULT",NA,NA,5,"NMDGF",NA,2.109375
"2282","2",0005-11-06,2005,"Antigone canadensis tabida",5562,"M",220,568,88,105.3,252,"ADULT",NA,NA,5,"NMDGF",NA,2.25396825396825
"2283","2",0005-11-06,2005,"Antigone canadensis tabida",5983,"M",225,553,96.5,109.1,256,"ADULT",NA,NA,5,"NMDGF",NA,2.16015625
"2284","3",0005-11-19,2005,"Antigone canadensis canadensis",3450,"F",175,481,64.1,74.4,204,"ADULT",NA,NA,5,"NMDGF",NA,2.3578431372549
"2285","3",0005-11-19,2005,"Antigone canadensis tabida",5776,"M",204,519,90,104.2,241,"ADULT",NA,NA,5,"NMDGF",NA,2.15352697095436
"2286","3",0005-11-19,2005,"Antigone canadensis tabida",5666,"M",197,539,86,99.9,241,"ADULT",NA,NA,5,"NMDGF",NA,2.23651452282158
"2287","3",0005-11-19,2005,"Antigone canadensis tabida",5586,"M",205,532,92.4,110.2,239,"ADULT",NA,NA,5,"NMDGF",NA,2.22594142259414
"2288","3",0005-11-19,2005,"Antigone canadensis tabida",5399,"F",191,501,90.3,105.9,226,"ADULT",NA,NA,5,"NMDGF",NA,2.21681415929204
"2289","3",0005-11-19,2005,"Antigone canadensis tabida",5183,"F",200,509,84,96.7,222,"ADULT",NA,NA,5,"NMDGF",NA,2.29279279279279
"2290","3",0005-11-19,2005,"Antigone canadensis tabida",6302,"M",201,526,92.5,106.6,246,"ADULT",NA,NA,5,"NMDGF",NA,2.13821138211382
"2291","3",0005-11-19,2005,"Antigone canadensis tabida",5820,"M",205,544,79.8,93.6,241,"ADULT",NA,NA,5,"NMDGF",NA,2.25726141078838
"2292","3",0005-11-19,2005,"Antigone canadensis tabida",6096,"M",206,527,86.4,101.6,238,"ADULT",NA,NA,5,"NMDGF",NA,2.21428571428571
"2293","2",0005-11-19,2005,"Antigone canadensis tabida",4893,"F",190,515,83.6,96.5,236,"ADULT",NA,NA,5,"NMDGF",NA,2.18220338983051
"2294","3",0005-11-19,2005,"Antigone canadensis canadensis",3378,"M",165,456,63.7,73.9,197,"ADULT",NA,NA,5,"NMDGF",NA,2.31472081218274
"2295","2",0005-11-19,2005,"Antigone canadensis tabida",4710,"F",205,520,92.4,105.2,216,"ADULT",NA,NA,5,"NMDGF",NA,2.40740740740741
"2296","2",0005-11-19,2005,"Antigone canadensis tabida",5458,"M",203,538,85.4,96.5,251,"ADULT",NA,NA,5,"NMDGF",NA,2.14342629482072
"2297","3",0005-11-19,2005,"Antigone canadensis tabida",5294,"F",203,529,80.9,101.8,242,"ADULT",NA,NA,5,"NMDGF",NA,2.18595041322314
"2298","3",0005-11-19,2005,"Antigone canadensis tabida",6083,"M",204,537,85.1,96.9,241,"ADULT",NA,NA,5,"NMDGF",NA,2.22821576763485
"2299","3",0005-11-19,2005,"Antigone canadensis tabida",5441,"F",191,498,83.1,99.3,222,"ADULT",NA,NA,5,"NMDGF",NA,2.24324324324324
"2300","3",0005-11-19,2005,"Antigone canadensis tabida",5697,"M",200,528,95.3,112.2,263,"ADULT",NA,NA,5,"NMDGF",NA,2.00760456273764
"2301","3",0005-11-19,2005,"Antigone canadensis tabida",5705,"F",204,524,84.6,99.4,233,"ADULT",NA,NA,5,"NMDGF",NA,2.24892703862661
"2302","3",0005-11-19,2005,"Antigone canadensis tabida",5574,"M",217,542,92.4,109.7,259,"ADULT",NA,NA,5,"NMDGF",NA,2.09266409266409
"2303","3",0005-11-19,2005,"Antigone canadensis tabida",5658,"F",191,518,82.2,98.4,225,"ADULT",NA,NA,5,"NMDGF",NA,2.30222222222222
"2304","3",0005-11-19,2005,"Antigone canadensis tabida",5683,"M",201,524,89,105.3,247,"ADULT",NA,NA,5,"NMDGF",NA,2.12145748987854
"2305","3",0005-11-19,2005,"Antigone canadensis tabida",5228,"M",210,546,96.3,114.2,236,"ADULT",NA,NA,5,"NMDGF",NA,2.3135593220339
"2306","2",0005-11-19,2005,"Antigone canadensis tabida",6010,"M",217,552,93.4,110,249,"ADULT",NA,NA,5,"NMDGF",NA,2.21686746987952
"2307","2",0005-11-19,2005,"Antigone canadensis tabida",4744,"F",206,522,89.9,110.6,223,"ADULT",NA,NA,5,"NMDGF",NA,2.34080717488789
"2308","2",0005-11-19,2005,"Antigone canadensis tabida",5619,"M",204,551,89.3,103.2,240,"ADULT",NA,NA,5,"NMDGF",NA,2.29583333333333
"2309","2",0005-11-19,2005,"Antigone canadensis tabida",5069,"F",197,499,77.3,93,227,"ADULT",NA,NA,5,"NMDGF",NA,2.19823788546256
"2310","2",0005-11-19,2005,"Antigone canadensis tabida",4684,"F",192,495,88.7,101.5,218,"ADULT",NA,NA,5,"NMDGF",NA,2.27064220183486
"2311","2",0005-11-19,2005,"Antigone canadensis tabida",5002,"F",184,494,82,94,237,"ADULT",NA,NA,5,"NMDGF",NA,2.08438818565401
"2312","2",0005-11-19,2005,"Antigone canadensis tabida",6359,"M",223,554,89,104.9,248,"ADULT",NA,NA,5,"NMDGF",NA,2.23387096774194
"2313","2",0005-11-19,2005,"Antigone canadensis tabida",4814,"F",183,485,85.5,100.8,230,"ADULT",NA,NA,5,"NMDGF",NA,2.10869565217391
"2314","2",0005-11-19,2005,"Antigone canadensis tabida",4803,"F",188,472,73.7,90.8,225,"ADULT",NA,NA,5,"NMDGF",NA,2.09777777777778
"2315","2",0005-11-19,2005,"Antigone canadensis tabida",5674,"M",211,543,79.9,95.4,253,"ADULT",NA,NA,5,"NMDGF",NA,2.14624505928854
"2316","2",0005-11-19,2005,"Antigone canadensis tabida",5473,"M",195,529,92,109.5,238,"ADULT",NA,NA,5,"NMDGF",NA,2.22268907563025
"2317","3",0005-11-19,2005,"Antigone canadensis canadensis",2918,"F",161,450,63.3,73.7,183,"ADULT",NA,NA,5,"NMDGF",NA,2.45901639344262
"2318","3",0005-11-19,2005,"Antigone canadensis canadensis",2961,"F",160,430,58.1,69.6,181,"ADULT",NA,NA,5,"NMDGF",NA,2.37569060773481
"2319","3",0005-11-19,2005,"Antigone canadensis tabida",5510,"F",192,521,84.7,100.5,234,"ADULT",NA,NA,5,"NMDGF",NA,2.22649572649573
"2320","3",0005-11-19,2005,"Antigone canadensis canadensis",3538,"M",171,452,63.3,75.8,198,"ADULT",NA,NA,5,"NMDGF",NA,2.28282828282828
"2321","2",0005-11-20,2005,"Antigone canadensis tabida",4844,"F",193,517,86.7,103.3,238,"ADULT",NA,NA,5,"NMDGF",NA,2.17226890756303
"2322","3",0005-11-20,2005,"Antigone canadensis tabida",5189,"M",210,520,86.3,103.4,215,"ADULT",NA,NA,5,"NMDGF",NA,2.41860465116279
"2323","3",0005-11-20,2005,"Antigone canadensis tabida",5062,"F",179,492,90.7,103.7,228,"ADULT",NA,NA,5,"NMDGF",NA,2.15789473684211
"2324","2",0005-11-20,2005,"Antigone canadensis tabida",5256,"F",197,496,87.8,104.6,224,"ADULT",NA,NA,5,"NMDGF",NA,2.21428571428571
"2325","2",0005-11-20,2005,"Antigone canadensis tabida",6180,"M",216,518,89,106.1,257,"ADULT",NA,NA,5,"NMDGF",NA,2.01556420233463
"2326","2",0005-11-20,2005,"Antigone canadensis tabida",6072,"M",212,525,90.4,108.2,231,"ADULT",NA,NA,5,"NMDGF",NA,2.27272727272727
"2327","2",0005-11-20,2005,"Antigone canadensis tabida",5786,"M",127,569,85,87.7,229,"ADULT",NA,NA,5,"NMDGF",NA,2.48471615720524
"2328","2",0005-11-20,2005,"Antigone canadensis canadensis",4072,"M",171,484,67.6,78.7,186,"ADULT",NA,NA,5,"NMDGF",NA,2.60215053763441
"2329","2",0005-11-20,2005,"Antigone canadensis tabida",5110,"M",202,537,81.2,95.2,241,"ADULT",NA,NA,5,"NMDGF",NA,2.22821576763485
"2330","3",0005-11-20,2005,"Antigone canadensis tabida",6142,"M",195,533,83.6,98.9,246,"ADULT",NA,NA,5,"NMDGF",NA,2.16666666666667
"2331","2",0005-11-20,2005,"Antigone canadensis tabida",5895,"M",206,530,87,103.3,252,"ADULT",NA,NA,5,"NMDGF",NA,2.1031746031746
"2332","2",0006-01-14,2005,"Antigone canadensis tabida",4707,"F",193,494,78.4,96.4,226,"ADULT",NA,NA,6,"NMDGF",NA,2.1858407079646
"2333","2",0006-01-14,2005,"Antigone canadensis tabida",5719,"M",219,550,92.2,104.2,239,"ADULT",NA,NA,6,"NMDGF",NA,2.30125523012552
"2334","2",0006-01-14,2005,"Antigone canadensis tabida",5553,"M",205,502,88,101,243,"ADULT",NA,NA,6,"NMDGF",NA,2.06584362139918
"2335","2",0006-01-14,2005,"Antigone canadensis tabida",5807,"M",192,534,89.2,104.1,234,"ADULT",NA,NA,6,"NMDGF",NA,2.28205128205128
"2336","2",0006-01-14,2005,"Antigone canadensis canadensis",3812,"M",175,477,71.3,82.2,206,"ADULT",NA,NA,6,"NMDGF",NA,2.31553398058252
"2337","2",0006-01-14,2005,"Antigone canadensis tabida",5864,"M",203,525,88.6,103.7,246,"ADULT",NA,NA,6,"NMDGF",NA,2.13414634146341
"2338","2",0006-01-14,2005,"Antigone canadensis tabida",4666,"F",184,512,89.7,104.1,222,"ADULT",NA,NA,6,"NMDGF",NA,2.30630630630631
"2339","2",0006-01-14,2005,"Antigone canadensis tabida",5074,"F",187,490,81.2,93.5,222,"ADULT",NA,NA,6,"NMDGF",NA,2.20720720720721
"2340","3",0006-01-14,2005,"Antigone canadensis tabida",5102,"F",196,514,78.5,93,227,"ADULT",NA,NA,6,"NMDGF",NA,2.26431718061674
"2341","3",0006-01-14,2005,"Antigone canadensis tabida",5293,"F",196,494,78.1,92.9,224,"ADULT",NA,NA,6,"NMDGF",NA,2.20535714285714
"2342","2",0006-01-14,2005,"Antigone canadensis tabida",6284,"M",209,526,91.3,107.9,241,"ADULT",NA,NA,6,"NMDGF",NA,2.18257261410788
"2343","2",0006-01-14,2005,"Antigone canadensis tabida",5804,"M",211,556,97.5,113,242,"ADULT",NA,NA,6,"NMDGF",NA,2.29752066115702
"2344","2",0006-01-14,2005,"Antigone canadensis tabida",4116,"F",170,484,87.2,99,223,"ADULT",NA,NA,6,"NMDGF",NA,2.17040358744395
"2345","2",0006-01-14,2005,"Antigone canadensis tabida",6712,"M",206,553,88.3,106.4,261,"ADULT",NA,NA,6,"NMDGF",NA,2.11877394636015
"2346","2",0006-01-14,2005,"Antigone canadensis canadensis",3114,"F",158,447,55.7,65.4,183,"ADULT",NA,NA,6,"NMDGF",NA,2.44262295081967
"2347","2",0006-01-14,2005,"Antigone canadensis tabida",4592,"F",183,482,81.9,96.2,223,"ADULT",NA,NA,6,"NMDGF",NA,2.16143497757848
"2348","3",0006-01-14,2005,"Antigone canadensis tabida",5469,"M",192,523,94.8,109.6,243,"ADULT",NA,NA,6,"NMDGF",NA,2.1522633744856
"2349","3",0006-01-14,2005,"Antigone canadensis canadensis",3251,"F",156,443,56.2,65.5,183,"ADULT",NA,NA,6,"NMDGF",NA,2.4207650273224
"2350","3",0006-01-14,2005,"Antigone canadensis tabida",6505,"M",231,532,94.5,112.7,238,"ADULT",NA,NA,6,"NMDGF",NA,2.23529411764706
"2351","3",0006-01-14,2005,"Antigone canadensis canadensis",3247,"F",159,452,61.2,71.4,174,"ADULT",NA,NA,6,"NMDGF",NA,2.59770114942529
"2352","3",0006-01-14,2005,"Antigone canadensis tabida",5725,"M",206,527,85,99.8,247,"ADULT",NA,NA,6,"NMDGF",NA,2.1336032388664
"2353","3",0006-01-14,2005,"Antigone canadensis tabida",6109,"M",204,557,91.8,110.4,260,"ADULT",NA,NA,6,"NMDGF",NA,2.14230769230769
