"","County","Date","Year","taxon_name","mass","sex","tail","wing.chord","anterior.culmen","posterior.culmen","tarsus","Age","mean_trachea_length","trachea.diameter","sample_year","data.origin","NK","wt.index"
"367","2",0092-10-23,1992,"Antigone canadensis canadensis",3020,"M",172,485,61.1,71.7,176,"ADULT",NA,NA,92,"NMDGF",NA,2.75568181818182
"368","2",0092-10-23,1992,"Antigone canadensis tabida",5541,"M",200,541,81.6,97.5,242,"ADULT",NA,NA,92,"NMDGF",NA,2.23553719008264
"369","2",0092-10-23,1992,"Antigone canadensis tabida",5268,"M",188,505,88.4,105.2,252,"ADULT",NA,NA,92,"NMDGF",NA,2.00396825396825
"370","2",0092-10-23,1992,"Antigone canadensis canadensis",2918,"F",161,441,56.7,69.8,176,"ADULT",NA,NA,92,"NMDGF",NA,2.50568181818182
"371","2",0092-10-23,1992,"Antigone canadensis tabida",5121,"F",204,518,79,94.9,229,"ADULT",NA,NA,92,"NMDGF",NA,2.26200873362445
"372","2",0092-10-23,1992,"Antigone canadensis tabida",5409,"M",213,553,86.3,101.4,229,"ADULT",NA,NA,92,"NMDGF",NA,2.41484716157205
"373","2",0092-10-23,1992,"Antigone canadensis tabida",3810,"F",194,536,87.1,99.7,224,"ADULT",NA,NA,92,"NMDGF",NA,2.39285714285714
"374","2",0092-10-23,1992,"Antigone canadensis tabida",5140,"M",204,544,85.2,102.7,235,"ADULT",NA,NA,92,"NMDGF",NA,2.31489361702128
"375","2",0092-10-23,1992,"Antigone canadensis tabida",5260,"M",194,566,83.8,98.4,237,"ADULT",NA,NA,92,"NMDGF",NA,2.38818565400844
"376","3",0092-10-23,1992,"Antigone canadensis canadensis",3388,"M",170,496,65.1,74.8,181,"ADULT",NA,NA,92,"NMDGF",NA,2.74033149171271
"377","3",0092-10-23,1992,"Antigone canadensis canadensis",3498,"F",171,487,61,72.9,187,"ADULT",NA,NA,92,"NMDGF",NA,2.60427807486631
"378","2",0092-10-24,1992,"Antigone canadensis tabida",4609,"F",188,521,77.2,91.6,227,"ADULT",NA,NA,92,"NMDGF",NA,2.29515418502203
"379","2",0092-10-24,1992,"Antigone canadensis canadensis",3001,"F",153,431,60.2,69.2,193,"ADULT",NA,NA,92,"NMDGF",NA,2.23316062176166
"380","2",0092-10-24,1992,"Antigone canadensis tabida",4883,"F",193,497,82,98,227,"ADULT",NA,NA,92,"NMDGF",NA,2.18942731277533
"381","2",0092-10-24,1992,"Antigone canadensis tabida",5376,"M",199,535,83.7,98.3,229,"ADULT",NA,NA,92,"NMDGF",NA,2.33624454148472
"382","2",0092-10-24,1992,"Antigone canadensis tabida",5522,"M",204,512,89.4,106.3,252,"ADULT",NA,NA,92,"NMDGF",NA,2.03174603174603
"383","2",0092-10-24,1992,"Antigone canadensis tabida",4917,"F",182,483,75,90.2,232,"ADULT",NA,NA,92,"NMDGF",NA,2.08189655172414
"384","2",0092-10-24,1992,"Antigone canadensis canadensis",3310,"M",163,473,61.2,73.4,187,"ADULT",NA,NA,92,"NMDGF",NA,2.52941176470588
"385","2",0092-10-24,1992,"Antigone canadensis canadensis",3586,"M",172,506,67.8,79.6,195,"ADULT",NA,NA,92,"NMDGF",NA,2.5948717948718
"386","2",0092-10-24,1992,"Antigone canadensis tabida",5017,"F",202,503,79.4,90.2,223,"ADULT",NA,NA,92,"NMDGF",NA,2.25560538116592
"387","2",0092-10-24,1992,"Antigone canadensis tabida",5040,"M",208,559,86.5,102.7,218,"ADULT",NA,NA,92,"NMDGF",NA,2.56422018348624
"388","2",0092-10-24,1992,"Antigone canadensis canadensis",2960,"F",162,475,62.9,72.7,174,"ADULT",NA,NA,92,"NMDGF",NA,2.72988505747126
"389","2",0092-10-24,1992,"Antigone canadensis tabida",4730,"F",197,545,78.7,96.9,222,"ADULT",NA,NA,92,"NMDGF",NA,2.45495495495495
"390","2",0092-10-24,1992,"Antigone canadensis canadensis",2628,"F",156,471,56.2,68.1,171,"ADULT",NA,NA,92,"NMDGF",NA,2.75438596491228
"391","2",0092-10-24,1992,"Antigone canadensis canadensis",3490,"M",160,512,65.5,78.5,191,"ADULT",NA,NA,92,"NMDGF",NA,2.68062827225131
"392","2",0092-10-24,1992,"Antigone canadensis tabida",5240,"M",182,564,88.4,110.7,226,"ADULT",NA,NA,92,"NMDGF",NA,2.49557522123894
"393","2",0092-10-25,1992,"Antigone canadensis tabida",4274,"F",185,486,83.4,96.9,230,"ADULT",NA,NA,92,"NMDGF",NA,2.11304347826087
"394","2",0092-10-25,1992,"Antigone canadensis tabida",4475,"F",195,483,78.2,92.9,220,"ADULT",NA,NA,92,"NMDGF",NA,2.19545454545455
"395","2",0092-10-25,1992,"Antigone canadensis tabida",5167,"F",202,521,84.7,97.9,239,"ADULT",NA,NA,92,"NMDGF",NA,2.17991631799163
"396","2",0092-10-25,1992,"Antigone canadensis tabida",5241,"M",0,542,81.5,95.2,248,"ADULT",NA,NA,92,"NMDGF",NA,2.18548387096774
"397","2",0092-10-25,1992,"Antigone canadensis canadensis",3238,"M",165,521,63.9,77.5,181,"ADULT",NA,NA,92,"NMDGF",NA,2.87845303867403
"398","2",0092-10-25,1992,"Antigone canadensis canadensis",2892,"F",160,474,58,68.7,179,"ADULT",NA,NA,92,"NMDGF",NA,2.64804469273743
"399","2",0092-10-25,1992,"Antigone canadensis tabida",4357,"F",203,517,79.9,94.5,216,"ADULT",NA,NA,92,"NMDGF",NA,2.39351851851852
"400","2",0092-10-25,1992,"Antigone canadensis canadensis",3658,"M",166,503,64.8,79,203,"ADULT",NA,NA,92,"NMDGF",NA,2.47783251231527
"401","2",0092-10-25,1992,"Antigone canadensis canadensis",3534,"M",185,505,67.1,80.4,189,"ADULT",NA,NA,92,"NMDGF",NA,2.67195767195767
"402","2",0093-10-30,1993,"Antigone canadensis tabida",4885,"M",204,509,85.8,101.3,239,"ADULT",NA,NA,93,"NMDGF",NA,2.12970711297071
"403","2",0093-10-30,1993,"Antigone canadensis tabida",4395,"F",195,518,89.8,100.7,225,"ADULT",NA,NA,93,"NMDGF",NA,2.30222222222222
"404","2",0093-10-30,1993,"Antigone canadensis tabida",5425,"M",213,528,90,115.4,249,"ADULT",NA,NA,93,"NMDGF",NA,2.12048192771084
"405","2",0093-10-30,1993,"Antigone canadensis tabida",5564,"M",225,529,82,95.7,242,"ADULT",NA,NA,93,"NMDGF",NA,2.18595041322314
"406","2",0093-10-30,1993,"Antigone canadensis tabida",4834,"F",202,518,78,91.6,231,"ADULT",NA,NA,93,"NMDGF",NA,2.24242424242424
"407","2",0093-10-30,1993,"Antigone canadensis tabida",4834,"M",198,532,84.2,98.2,239,"ADULT",NA,NA,93,"NMDGF",NA,2.22594142259414
"408","2",0093-10-30,1993,"Antigone canadensis tabida",4905,"F",189,487,82.5,95.9,226,"ADULT",NA,NA,93,"NMDGF",NA,2.15486725663717
"409","2",0093-10-30,1993,"Antigone canadensis tabida",4886,"F",197,516,84.1,99.1,234,"ADULT",NA,NA,93,"NMDGF",NA,2.20512820512821
"410","2",0093-10-30,1993,"Antigone canadensis tabida",6060,"M",201,532,81.4,97.6,243,"ADULT",NA,NA,93,"NMDGF",NA,2.18930041152263
"411","2",0093-10-30,1993,"Antigone canadensis tabida",5510,"M",197,515,92.5,108.7,247,"ADULT",NA,NA,93,"NMDGF",NA,2.08502024291498
"412","2",0093-10-30,1993,"Antigone canadensis tabida",4663,"F",199,516,85,102.1,233,"ADULT",NA,NA,93,"NMDGF",NA,2.21459227467811
"413","2",0093-10-30,1993,"Antigone canadensis tabida",5258,"M",191,526,86.9,100.3,237,"ADULT",NA,NA,93,"NMDGF",NA,2.21940928270042
"414","2",0093-10-30,1993,"Antigone canadensis tabida",5099,"M",209,546,83.9,101,268,"ADULT",NA,NA,93,"NMDGF",NA,2.03731343283582
"415","2",0093-10-30,1993,"Antigone canadensis tabida",4956,"M",199,543,97.1,110.3,255,"ADULT",NA,NA,93,"NMDGF",NA,2.12941176470588
"416","2",0093-10-30,1993,"Antigone canadensis canadensis",3003,"F",163,418,53.7,64.1,186,"ADULT",NA,NA,93,"NMDGF",NA,2.24731182795699
"417","2",0093-10-30,1993,"Antigone canadensis tabida",5272,"M",210,568,83.7,103.5,218,"ADULT",NA,NA,93,"NMDGF",NA,2.60550458715596
"418","2",0093-10-30,1993,"Antigone canadensis tabida",5192,"M",209,533,80.1,98,234,"ADULT",NA,NA,93,"NMDGF",NA,2.27777777777778
"419","2",0093-10-30,1993,"Antigone canadensis tabida",4456,"F",194,508,76.5,94.3,223,"ADULT",NA,NA,93,"NMDGF",NA,2.2780269058296
"420","2",0093-10-30,1993,"Antigone canadensis tabida",4977,"F",206,523,78.8,96.7,212,"ADULT",NA,NA,93,"NMDGF",NA,2.46698113207547
"421","2",0093-10-30,1993,"Antigone canadensis tabida",3303,"M",196,563,87.7,104.6,229,"ADULT",NA,NA,93,"NMDGF",NA,2.45851528384279
"422","2",0093-10-30,1993,"Antigone canadensis tabida",5338,"F",198,553,84.2,99.5,231,"ADULT",NA,NA,93,"NMDGF",NA,2.39393939393939
"423","2",0093-10-30,1993,"Antigone canadensis tabida",5865,"M",202,554,87,103.2,231,"ADULT",NA,NA,93,"NMDGF",NA,2.3982683982684
"424","2",0093-10-30,1993,"Antigone canadensis tabida",4581,"F",182,495,81.5,90.5,215,"ADULT",NA,NA,93,"NMDGF",NA,2.30232558139535
"425","2",0093-10-30,1993,"Antigone canadensis tabida",4917,"F",193,509,84.8,99.4,241,"ADULT",NA,NA,93,"NMDGF",NA,2.11203319502075
"426","2",0093-10-30,1993,"Antigone canadensis tabida",5626,"M",204,561,92.5,109,250,"ADULT",NA,NA,93,"NMDGF",NA,2.244
"427","2",0093-10-30,1993,"Antigone canadensis tabida",5425,"M",181,532,81.9,99.1,231,"ADULT",NA,NA,93,"NMDGF",NA,2.3030303030303
"428","2",0093-10-30,1993,"Antigone canadensis tabida",4995,"M",202,579,86.6,102.5,257,"ADULT",NA,NA,93,"NMDGF",NA,2.25291828793774
"429","2",0093-10-30,1993,"Antigone canadensis tabida",5795,"M",200,564,92.8,110.4,225,"ADULT",NA,NA,93,"NMDGF",NA,2.50666666666667
"430","2",0093-10-30,1993,"Antigone canadensis tabida",5271,"F",191,539,77.5,97.7,213,"ADULT",NA,NA,93,"NMDGF",NA,2.53051643192488
"431","2",0093-10-30,1993,"Antigone canadensis tabida",4854,"F",196,515,84.1,100.6,225,"ADULT",NA,NA,93,"NMDGF",NA,2.28888888888889
"432","2",0093-10-30,1993,"Antigone canadensis tabida",4896,"M",206,536,87.5,104.9,237,"ADULT",NA,NA,93,"NMDGF",NA,2.26160337552743
"433","2",0093-10-30,1993,"Antigone canadensis tabida",5128,"F",179,513,81.1,96.4,230,"ADULT",NA,NA,93,"NMDGF",NA,2.2304347826087
"434","2",0093-10-30,1993,"Antigone canadensis tabida",5546,"M",197,546,83.6,100,236,"ADULT",NA,NA,93,"NMDGF",NA,2.3135593220339
"435","2",0093-10-30,1993,"Antigone canadensis tabida",5074,"F",179,542,79.6,92.7,228,"ADULT",NA,NA,93,"NMDGF",NA,2.37719298245614
"436","2",0093-10-30,1993,"Antigone canadensis tabida",5483,"M",192,515,86.5,101.8,240,"ADULT",NA,NA,93,"NMDGF",NA,2.14583333333333
"437","2",0093-10-30,1993,"Antigone canadensis canadensis",3570,"M",175,509,60.9,73.2,186,"ADULT",NA,NA,93,"NMDGF",NA,2.73655913978495
"438","2",0093-10-30,1993,"Antigone canadensis tabida",4751,"F",202,538,80.2,95.3,223,"ADULT",NA,NA,93,"NMDGF",NA,2.41255605381166
"439","2",0093-10-30,1993,"Antigone canadensis canadensis",3862,"M",176,505,60.7,70.5,187,"ADULT",NA,NA,93,"NMDGF",NA,2.70053475935829
"440","2",0093-10-30,1993,"Antigone canadensis tabida",5384,"M",204,559,79.5,94.9,233,"ADULT",NA,NA,93,"NMDGF",NA,2.39914163090129
"441","2",0093-10-30,1993,"Antigone canadensis tabida",5203,"F",193,509,83.2,97.7,219,"ADULT",NA,NA,93,"NMDGF",NA,2.32420091324201
"442","2",0093-10-30,1993,"Antigone canadensis tabida",5863,"M",202,578,87.8,103.7,245,"ADULT",NA,NA,93,"NMDGF",NA,2.35918367346939
"443","2",0093-10-30,1993,"Antigone canadensis tabida",5973,"M",204,564,87.1,106.7,234,"ADULT",NA,NA,93,"NMDGF",NA,2.41025641025641
"444","2",0093-10-30,1993,"Antigone canadensis tabida",4223,"F",174,534,73.3,93.3,216,"ADULT",NA,NA,93,"NMDGF",NA,2.47222222222222
"445","2",0093-10-30,1993,"Antigone canadensis tabida",5853,"M",198,573,92.7,112.5,226,"ADULT",NA,NA,93,"NMDGF",NA,2.5353982300885
"446","2",0093-10-30,1993,"Antigone canadensis tabida",4919,"F",208,545,82.9,97.9,218,"ADULT",NA,NA,93,"NMDGF",NA,2.5
"447","2",0093-10-30,1993,"Antigone canadensis tabida",5426,"F",202,545,89.4,104.6,230,"ADULT",NA,NA,93,"NMDGF",NA,2.3695652173913
"448","3",0093-10-30,1993,"Antigone canadensis canadensis",3751,"M",170,514,63.5,73.6,196,"ADULT",NA,NA,93,"NMDGF",NA,2.62244897959184
"449","3",0093-10-30,1993,"Antigone canadensis canadensis",3760,"M",169,490,62.8,75.1,186,"ADULT",NA,NA,93,"NMDGF",NA,2.63440860215054
"450","3",0093-10-30,1993,"Antigone canadensis canadensis",3736,"M",178,503,63.9,73,182,"ADULT",NA,NA,93,"NMDGF",NA,2.76373626373626
"451","3",0093-10-30,1993,"Antigone canadensis tabida",5659,"M",208,561,82,96.1,223,"ADULT",NA,NA,93,"NMDGF",NA,2.51569506726457
"452","3",0093-10-30,1993,"Antigone canadensis canadensis",3385,"M",161,503,68.1,80.4,189,"ADULT",NA,NA,93,"NMDGF",NA,2.66137566137566
"453","3",0093-10-30,1993,"Antigone canadensis canadensis",3259,"F",160,452,61.1,74.4,173,"ADULT",NA,NA,93,"NMDGF",NA,2.61271676300578
"454","3",0093-10-30,1993,"Antigone canadensis tabida",5072,"F",202,533,85.4,100.7,222,"ADULT",NA,NA,93,"NMDGF",NA,2.4009009009009
"455","3",0093-10-30,1993,"Antigone canadensis tabida",4216,"F",189,502,82.5,98.9,225,"ADULT",NA,NA,93,"NMDGF",NA,2.23111111111111
"456","2",0093-10-31,1993,"Antigone canadensis tabida",5921,"M",195,532,86.2,101.3,262,"ADULT",NA,NA,93,"NMDGF",NA,2.03053435114504
"457","2",0093-10-31,1993,"Antigone canadensis tabida",5306,"F",203,507,84.2,100,229,"ADULT",NA,NA,93,"NMDGF",NA,2.21397379912664
"458","2",0093-10-31,1993,"Antigone canadensis tabida",5034,"F",208,523,85.5,97.8,248,"ADULT",NA,NA,93,"NMDGF",NA,2.10887096774194
"459","2",0093-10-31,1993,"Antigone canadensis tabida",5065,"F",201,508,82.7,95.8,233,"ADULT",NA,NA,93,"NMDGF",NA,2.18025751072961
"460","2",0093-10-31,1993,"Antigone canadensis tabida",5014,"F",196,497,82.6,95.6,223,"ADULT",NA,NA,93,"NMDGF",NA,2.22869955156951
"461","2",0093-10-31,1993,"Antigone canadensis tabida",5178,"F",206,512,78.8,90.4,247,"ADULT",NA,NA,93,"NMDGF",NA,2.07287449392713
"462","2",0093-10-31,1993,"Antigone canadensis tabida",4470,"F",192,529,78.5,91.6,214,"ADULT",NA,NA,93,"NMDGF",NA,2.47196261682243
"463","2",0093-10-31,1993,"Antigone canadensis tabida",4783,"F",189,531,78.3,93.3,218,"ADULT",NA,NA,93,"NMDGF",NA,2.43577981651376
"464","2",0093-10-31,1993,"Antigone canadensis tabida",4577,"F",186,496,81.8,93.8,217,"ADULT",NA,NA,93,"NMDGF",NA,2.28571428571429
"465","2",0093-10-31,1993,"Antigone canadensis tabida",5047,"F",209,542,86.2,101.5,211,"ADULT",NA,NA,93,"NMDGF",NA,2.56872037914692
"466","2",0093-10-31,1993,"Antigone canadensis tabida",5633,"M",203,562,86.1,106.3,236,"ADULT",NA,NA,93,"NMDGF",NA,2.38135593220339
"467","2",0093-10-31,1993,"Antigone canadensis tabida",5413,"M",218,537,89.4,104.6,242,"ADULT",NA,NA,93,"NMDGF",NA,2.21900826446281
"468","2",0093-10-31,1993,"Antigone canadensis tabida",5501,"M",201,538,91.4,109.5,236,"ADULT",NA,NA,93,"NMDGF",NA,2.27966101694915
"469","2",0093-10-31,1993,"Antigone canadensis tabida",5877,"M",216,563,92.6,107.4,226,"ADULT",NA,NA,93,"NMDGF",NA,2.49115044247788
"470","2",0093-10-31,1993,"Antigone canadensis tabida",4799,"F",180,522,79.7,94.8,224,"ADULT",NA,NA,93,"NMDGF",NA,2.33035714285714
"471","2",0093-12-04,1993,"Antigone canadensis tabida",4665,"M",209,528,77.6,97.1,238,"ADULT",NA,NA,93,"NMDGF",NA,2.21848739495798
"472","2",0093-12-04,1993,"Antigone canadensis tabida",4803,"F",193,509,80.2,97.1,234,"ADULT",NA,NA,93,"NMDGF",NA,2.17521367521368
"473","2",0093-12-04,1993,"Antigone canadensis tabida",4762,"F",187,503,77.4,95.3,227,"ADULT",NA,NA,93,"NMDGF",NA,2.215859030837
"474","3",0093-12-04,1993,"Antigone canadensis tabida",5479,"M",204,556,88,103.3,252,"ADULT",NA,NA,93,"NMDGF",NA,2.20634920634921
"475","2",0093-12-04,1993,"Antigone canadensis tabida",5227,"F",204,508,82,91.3,223,"ADULT",NA,NA,93,"NMDGF",NA,2.2780269058296
"476","2",0093-12-04,1993,"Antigone canadensis tabida",4998,"F",208,521,92.8,108.8,242,"ADULT",NA,NA,93,"NMDGF",NA,2.15289256198347
"477","2",0093-12-04,1993,"Antigone canadensis tabida",4669,"M",220,445,96.1,112.6,251,"ADULT",NA,NA,93,"NMDGF",NA,1.77290836653386
"478","2",0093-12-04,1993,"Antigone canadensis tabida",4984,"F",205,553,83,98.9,225,"ADULT",NA,NA,93,"NMDGF",NA,2.45777777777778
"479","2",0093-12-04,1993,"Antigone canadensis tabida",4583,"M",185,526,73.1,89.3,224,"ADULT",NA,NA,93,"NMDGF",NA,2.34821428571429
"480","2",0093-12-04,1993,"Antigone canadensis tabida",5566,"M",206,537,78.9,96.9,234,"ADULT",NA,NA,93,"NMDGF",NA,2.29487179487179
"481","2",0093-12-04,1993,"Antigone canadensis tabida",5091,"F",194,485,74.9,96.5,241,"ADULT",NA,NA,93,"NMDGF",NA,2.01244813278008
"482","2",0093-12-04,1993,"Antigone canadensis tabida",4721,"F",189,498,79.4,93.4,219,"ADULT",NA,NA,93,"NMDGF",NA,2.27397260273973
"483","2",0093-12-04,1993,"Antigone canadensis tabida",5590,"F",186,537,85.7,102.9,234,"ADULT",NA,NA,93,"NMDGF",NA,2.29487179487179
"484","2",0093-12-04,1993,"Antigone canadensis tabida",5563,"M",198,542,92.3,112.4,245,"ADULT",NA,NA,93,"NMDGF",NA,2.21224489795918
"485","2",0093-12-04,1993,"Antigone canadensis tabida",5466,"M",204,563,91.6,105,236,"ADULT",NA,NA,93,"NMDGF",NA,2.38559322033898
"486","2",0093-12-04,1993,"Antigone canadensis tabida",5043,"F",182,513,70.3,93.7,215,"ADULT",NA,NA,93,"NMDGF",NA,2.38604651162791
"487","2",0093-12-04,1993,"Antigone canadensis tabida",5690,"M",203,528,92.6,109.7,249,"ADULT",NA,NA,93,"NMDGF",NA,2.12048192771084
"488","2",0093-12-04,1993,"Antigone canadensis tabida",4775,"F",203,496,86.4,101.2,211,"ADULT",NA,NA,93,"NMDGF",NA,2.35071090047393
"489","2",0093-12-04,1993,"Antigone canadensis tabida",4333,"F",183,521,86.4,102.9,229,"ADULT",NA,NA,93,"NMDGF",NA,2.27510917030568
"490","2",0093-12-04,1993,"Antigone canadensis tabida",5539,"M",203,523,96.4,111.6,234,"ADULT",NA,NA,93,"NMDGF",NA,2.23504273504274
"491","2",0093-12-04,1993,"Antigone canadensis tabida",5038,"F",201,524,75.2,90.6,216,"ADULT",NA,NA,93,"NMDGF",NA,2.42592592592593
"492","2",0093-12-04,1993,"Antigone canadensis tabida",5475,"F",197,563,88.3,106.8,239,"ADULT",NA,NA,93,"NMDGF",NA,2.35564853556485
"493","2",0093-12-04,1993,"Antigone canadensis tabida",5059,"M",194,557,85.3,104.7,221,"ADULT",NA,NA,93,"NMDGF",NA,2.52036199095023
"494","2",0093-12-04,1993,"Antigone canadensis tabida",5990,"F",197,565,91.5,110.8,237,"ADULT",NA,NA,93,"NMDGF",NA,2.38396624472574
"495","2",0093-12-04,1993,"Antigone canadensis tabida",5105,"F",186,545,79.1,100.2,227,"ADULT",NA,NA,93,"NMDGF",NA,2.40088105726872
"496","2",0093-12-04,1993,"Antigone canadensis tabida",4865,"M",221,534,82.3,95.9,246,"ADULT",NA,NA,93,"NMDGF",NA,2.17073170731707
"497","2",0093-12-04,1993,"Antigone canadensis tabida",5093,"F",200,504,86.1,100.3,214,"ADULT",NA,NA,93,"NMDGF",NA,2.35514018691589
"498","2",0093-12-04,1993,"Antigone canadensis tabida",5431,"F",183,486,80.3,91.9,232,"ADULT",NA,NA,93,"NMDGF",NA,2.0948275862069
"499","2",0093-12-04,1993,"Antigone canadensis tabida",5513,"M",184,516,80.4,99.5,236,"ADULT",NA,NA,93,"NMDGF",NA,2.1864406779661
"500","2",0093-12-04,1993,"Antigone canadensis tabida",6000,"M",193,576,82.9,98.3,242,"ADULT",NA,NA,93,"NMDGF",NA,2.3801652892562
"501","2",0093-12-04,1993,"Antigone canadensis tabida",5354,"F",205,493,80.9,93.3,238,"ADULT",NA,NA,93,"NMDGF",NA,2.07142857142857
"502","2",0093-12-04,1993,"Antigone canadensis tabida",5300,"F",205,514,82,92.5,240,"ADULT",NA,NA,93,"NMDGF",NA,2.14166666666667
"503","2",0093-12-04,1993,"Antigone canadensis tabida",5125,"M",210,560,81.5,100.3,226,"ADULT",NA,NA,93,"NMDGF",NA,2.47787610619469
"504","2",0093-12-04,1993,"Antigone canadensis tabida",5102,"F",189,541,91.5,109.3,219,"ADULT",NA,NA,93,"NMDGF",NA,2.4703196347032
"505","2",0093-12-04,1993,"Antigone canadensis tabida",5296,"F",202,501,79.4,92.6,219,"ADULT",NA,NA,93,"NMDGF",NA,2.28767123287671
"506","2",0093-12-04,1993,"Antigone canadensis tabida",4605,"F",197,514,84.9,100.4,220,"ADULT",NA,NA,93,"NMDGF",NA,2.33636363636364
"507","2",0093-12-04,1993,"Antigone canadensis tabida",5235,"M",214,548,85.9,99.4,251,"ADULT",NA,NA,93,"NMDGF",NA,2.18326693227092
"508","2",0093-12-04,1993,"Antigone canadensis tabida",4273,"M",210,543,90.9,106.8,248,"ADULT",NA,NA,93,"NMDGF",NA,2.18951612903226
"509","2",0093-12-04,1993,"Antigone canadensis tabida",5725,"M",198,585,84.6,99.8,240,"ADULT",NA,NA,93,"NMDGF",NA,2.4375
"510","2",0093-12-04,1993,"Antigone canadensis tabida",5990,"M",209,561,88.3,106.9,233,"ADULT",NA,NA,93,"NMDGF",NA,2.40772532188841
"511","2",0093-12-04,1993,"Antigone canadensis tabida",4574,"F",189,497,92.7,108.7,233,"ADULT",NA,NA,93,"NMDGF",NA,2.13304721030043
"512","2",0093-12-04,1993,"Antigone canadensis tabida",4644,"F",197,541,77.9,93.6,226,"ADULT",NA,NA,93,"NMDGF",NA,2.39380530973451
"513","2",0093-12-04,1993,"Antigone canadensis tabida",5157,"M",201,496,93.2,106.7,223,"ADULT",NA,NA,93,"NMDGF",NA,2.22421524663677
"514","2",0093-12-04,1993,"Antigone canadensis tabida",5422,"F",219,514,90.5,106.1,239,"ADULT",NA,NA,93,"NMDGF",NA,2.15062761506276
"515","2",0093-12-04,1993,"Antigone canadensis tabida",5464,"M",219,536,87.1,102.8,243,"ADULT",NA,NA,93,"NMDGF",NA,2.20576131687243
"516","2",0093-12-04,1993,"Antigone canadensis tabida",6678,"M",219,566,87.3,103.9,246,"ADULT",NA,NA,93,"NMDGF",NA,2.30081300813008
"517","2",0093-12-04,1993,"Antigone canadensis tabida",5529,"M",204,523,85.6,104.7,243,"ADULT",NA,NA,93,"NMDGF",NA,2.1522633744856
"518","2",0093-12-04,1993,"Antigone canadensis tabida",4086,"M",198,557,84.1,103.7,234,"ADULT",NA,NA,93,"NMDGF",NA,2.38034188034188
"519","2",0093-12-04,1993,"Antigone canadensis tabida",5170,"F",187,528,89.6,107.7,230,"ADULT",NA,NA,93,"NMDGF",NA,2.29565217391304
"520","2",0093-12-04,1993,"Antigone canadensis tabida",5403,"F",202,543,82.7,103.1,241,"ADULT",NA,NA,93,"NMDGF",NA,2.25311203319502
"521","2",0093-12-04,1993,"Antigone canadensis tabida",4886,"F",192,523,82.9,94.5,227,"ADULT",NA,NA,93,"NMDGF",NA,2.30396475770925
"522","2",0093-12-04,1993,"Antigone canadensis tabida",5356,"M",212,533,90.2,107.2,252,"ADULT",NA,NA,93,"NMDGF",NA,2.11507936507937
"523","2",0093-12-04,1993,"Antigone canadensis tabida",5356,"M",209,513,90,104.4,228,"ADULT",NA,NA,93,"NMDGF",NA,2.25
"524","2",0093-12-04,1993,"Antigone canadensis tabida",3286,"M",199,525,85,100.2,239,"ADULT",NA,NA,93,"NMDGF",NA,2.19665271966527
"525","2",0093-12-04,1993,"Antigone canadensis tabida",6690,"M",209,574,86.7,105.7,245,"ADULT",NA,NA,93,"NMDGF",NA,2.34285714285714
"526","2",0093-12-04,1993,"Antigone canadensis tabida",5300,"F",195,548,77.1,90.1,220,"ADULT",NA,NA,93,"NMDGF",NA,2.49090909090909
"527","2",0093-12-04,1993,"Antigone canadensis tabida",5978,"M",205,556,84.3,103,237,"ADULT",NA,NA,93,"NMDGF",NA,2.34599156118143
"528","2",0093-12-04,1993,"Antigone canadensis tabida",5434,"M",198,541,79,96.2,242,"ADULT",NA,NA,93,"NMDGF",NA,2.23553719008264
"529","2",0093-12-04,1993,"Antigone canadensis tabida",2604,"F",175,505,77.2,90.7,215,"ADULT",NA,NA,93,"NMDGF",NA,2.34883720930233
"530","2",0093-12-04,1993,"Antigone canadensis tabida",5700,"F",208,566,80.7,96.6,228,"ADULT",NA,NA,93,"NMDGF",NA,2.48245614035088
"531","2",0093-12-04,1993,"Antigone canadensis tabida",5530,"M",194,544,82.5,102.9,236,"ADULT",NA,NA,93,"NMDGF",NA,2.30508474576271
"532","2",0093-12-04,1993,"Antigone canadensis tabida",5580,"M",204,535,82.1,97.8,225,"ADULT",NA,NA,93,"NMDGF",NA,2.37777777777778
"533","2",0093-12-04,1993,"Antigone canadensis tabida",5210,"M",203,521,85.7,101.2,231,"ADULT",NA,NA,93,"NMDGF",NA,2.25541125541126
"534","2",0093-12-04,1993,"Antigone canadensis tabida",5609,"M",196,526,86.8,102.1,241,"ADULT",NA,NA,93,"NMDGF",NA,2.18257261410788
"535","2",0093-12-04,1993,"Antigone canadensis tabida",5579,"M",210,532,86.9,102.5,242,"ADULT",NA,NA,93,"NMDGF",NA,2.19834710743802
"536","2",0093-12-04,1993,"Antigone canadensis tabida",6300,"M",215,531,92,105.6,238,"ADULT",NA,NA,93,"NMDGF",NA,2.23109243697479
"537","2",0093-12-04,1993,"Antigone canadensis tabida",5501,"M",206,558,85.8,104.5,224,"ADULT",NA,NA,93,"NMDGF",NA,2.49107142857143
"538","2",0093-12-04,1993,"Antigone canadensis tabida",5935,"M",214,604,86.5,100.9,244,"ADULT",NA,NA,93,"NMDGF",NA,2.47540983606557
"539","2",0093-12-04,1993,"Antigone canadensis tabida",5558,"M",203,542,84.8,98.4,235,"ADULT",NA,NA,93,"NMDGF",NA,2.3063829787234
"540","2",0093-12-04,1993,"Antigone canadensis tabida",4852,"F",206,544,87.4,101.5,219,"ADULT",NA,NA,93,"NMDGF",NA,2.48401826484018
