"","County","Date","Year","taxon_name","mass","sex","tail","wing.chord","anterior.culmen","posterior.culmen","tarsus","Age","mean_trachea_length","trachea.diameter","sample_year","data.origin","NK"
"528","2",0007-01-13,2006,"Antigone canadensis canadensis",2945,"F",161,448,59.7,71,192,"ADULT",NA,NA,7,"NMDGF",NA
"529","2",0007-01-13,2006,"Antigone canadensis canadensis",3426,"M",166,465,60.2,68,184,"ADULT",NA,NA,7,"NMDGF",NA
"530","2",0007-01-13,2006,"Antigone canadensis canadensis",3665,"M",179,491,60.8,71.7,204,"ADULT",NA,NA,7,"NMDGF",NA
"531","2",0007-01-13,2006,"Antigone canadensis canadensis",3248,"M",172,460,63.8,73.5,197,"ADULT",NA,NA,7,"NMDGF",NA
"532","2",0007-01-13,2006,"Antigone canadensis canadensis",3624,"M",175,456,69,80.2,208,"ADULT",NA,NA,7,"NMDGF",NA
"533","2",0007-01-13,2006,"Antigone canadensis canadensis",2619,"F",151,426,57.1,65.9,174,"IMMATURE",NA,NA,7,"NMDGF",NA
"534","2",0007-01-13,2006,"Antigone canadensis canadensis",3069,"M",147,435,58.1,70.9,186,"IMMATURE",NA,NA,7,"NMDGF",NA
"535","2",0007-01-14,2006,"Antigone canadensis canadensis",3517,"F",167,465,60.6,73.5,197,"ADULT",NA,NA,7,"NMDGF",NA
"536","2",0007-01-14,2006,"Antigone canadensis canadensis",NA,"F",161,437,56.5,69.6,188,"ADULT",NA,NA,7,"NMDGF",NA
"537","2",0007-01-14,2006,"Antigone canadensis canadensis",3052,"F",163,456,61.1,69.2,192,"ADULT",NA,NA,7,"NMDGF",NA
"538","3",0007-01-14,2006,"Antigone canadensis canadensis",3546,"F",155,445,64.9,78,184,"ADULT",NA,NA,7,"NMDGF",NA
"539","2",0007-01-14,2006,"Antigone canadensis canadensis",3732,"M",170,474,56.2,67,180,"ADULT",NA,NA,7,"NMDGF",NA
"540","2",0007-01-14,2006,"Antigone canadensis canadensis",3793,"M",170,460,59.5,74.3,185,"ADULT",NA,NA,7,"NMDGF",NA
"541","2",0007-01-14,2006,"Antigone canadensis canadensis",2988,"F",156,431,51.9,62.3,167,"IMMATURE",NA,NA,7,"NMDGF",NA
"542","3",0007-10-27,2007,"Antigone canadensis canadensis",3090,"F",160,449,59.2,67.4,170,"ADULT",NA,NA,7,"NMDGF",NA
"543","3",0007-10-27,2007,"Antigone canadensis canadensis",3650,"M",168,478,66,77.5,192,"ADULT",NA,NA,7,"NMDGF",NA
"544","2",0007-10-27,2007,"Antigone canadensis canadensis",2977,"F",159,446,58.9,68.9,198,"ADULT",NA,NA,7,"NMDGF",NA
"545","2",0007-10-27,2007,"Antigone canadensis canadensis",2706,"F",NA,464,NA,60,NA,"ADULT",NA,NA,7,"NMDGF",NA
"546","2",0007-10-27,2007,"Antigone canadensis canadensis",2729,"F",163,418,60.9,70.6,190,"ADULT",NA,NA,7,"NMDGF",NA
"547","3",0007-10-27,2007,"Antigone canadensis canadensis",3099,"F",167,447,66.2,78.7,NA,"ADULT",NA,NA,7,"NMDGF",NA
"548","3",0007-10-27,2007,"Antigone canadensis canadensis",3414,"M",173,485,62.4,72.5,184,"ADULT",NA,NA,7,"NMDGF",NA
"549","2",0007-10-27,2007,"Antigone canadensis canadensis",2814,"M",174,471,65.7,77.5,186,"ADULT",NA,NA,7,"NMDGF",NA
"550","2",0007-10-28,2007,"Antigone canadensis canadensis",2832,"M",NA,473,63.8,74.3,176,"ADULT",NA,NA,7,"NMDGF",NA
"551","2",0007-10-28,2007,"Antigone canadensis canadensis",3435,"M",174,473,66.2,75.5,204,"ADULT",NA,NA,7,"NMDGF",NA
"552","3",0007-10-28,2007,"Antigone canadensis canadensis",3095,"F",176,457,60.7,70.7,196,"ADULT",NA,NA,7,"NMDGF",NA
"553","3",0007-10-28,2007,"Antigone canadensis canadensis",3369,"F",164,464,57.5,66.1,196,"ADULT",NA,NA,7,"NMDGF",NA
"554","2",0007-10-28,2007,"Antigone canadensis canadensis",3228,"M",162,464,57.4,67.5,203,"ADULT",NA,NA,7,"NMDGF",NA
"555","2",0007-10-28,2007,"Antigone canadensis canadensis",3258,"F",172,461,63,75.8,182,"ADULT",NA,NA,7,"NMDGF",NA
"556","3",0007-10-28,2007,"Antigone canadensis canadensis",3251,"F",154,440,62.5,72.5,197,"ADULT",NA,NA,7,"NMDGF",NA
"557","2",0007-10-28,2007,"Antigone canadensis canadensis",3974,"M",187,500,67.3,76.1,202,"ADULT",NA,NA,7,"NMDGF",NA
"558","3",0007-10-28,2007,"Antigone canadensis canadensis",3235,"M",159,471,59.4,70.7,192,"ADULT",NA,NA,7,"NMDGF",NA
"559","2",0007-10-28,2007,"Antigone canadensis canadensis",3380,"F",160,445,61.3,69.1,195,"ADULT",NA,NA,7,"NMDGF",NA
"560","2",0007-10-28,2007,"Antigone canadensis canadensis",3397,"M",171,463,60.8,70.9,NA,"ADULT",NA,NA,7,"NMDGF",NA
"561","3",0007-10-28,2007,"Antigone canadensis canadensis",3300,"M",181,465,64.4,78.2,191,"ADULT",NA,NA,7,"NMDGF",NA
"562","3",0007-10-28,2007,"Antigone canadensis canadensis",3652,"M",165,481,NA,82.3,208,"ADULT",NA,NA,7,"NMDGF",NA
"563","2",0007-10-28,2007,"Antigone canadensis canadensis",3237,"M",171,456,58.8,67.4,175,"ADULT",NA,NA,7,"NMDGF",NA
"564","3",0007-10-28,2007,"Antigone canadensis canadensis",3251,"M",172,469,61,69.3,180,"ADULT",NA,NA,7,"NMDGF",NA
"565","3",0007-10-28,2007,"Antigone canadensis canadensis",3122,"F",175,461,60.6,70.8,197,"ADULT",NA,NA,7,"NMDGF",NA
"566","2",0007-11-17,2007,"Antigone canadensis canadensis",3365,"M",159,462,62.5,74.3,191,"ADULT",NA,NA,7,"NMDGF",NA
"567","2",0007-11-17,2007,"Antigone canadensis canadensis",2779,"F",157,437,60.6,72.3,179,"ADULT",NA,NA,7,"NMDGF",NA
"568","3",0007-11-17,2007,"Antigone canadensis canadensis",3122,"F",161,430,56.2,66,189,"ADULT",NA,NA,7,"NMDGF",NA
"569","2",0007-11-17,2007,"Antigone canadensis canadensis",3883,"M",169,472,63.8,76.9,188,"ADULT",NA,NA,7,"NMDGF",NA
"570","3",0007-11-17,2007,"Antigone canadensis canadensis",3759,"M",172,473,57.7,67.5,186,"ADULT",NA,NA,7,"NMDGF",NA
"571","3",0007-11-17,2007,"Antigone canadensis canadensis",2995,"F",166,421,60.6,71.1,167,"ADULT",NA,NA,7,"NMDGF",NA
"572","3",0007-11-17,2007,"Antigone canadensis canadensis",3555,"M",184,470,63.9,74.1,186,"ADULT",NA,NA,7,"NMDGF",NA
"573","3",0007-11-17,2007,"Antigone canadensis canadensis",3553,"M",184,479,60.9,71.1,194,"ADULT",NA,NA,7,"NMDGF",NA
"574","3",0007-11-17,2007,"Antigone canadensis canadensis",3189,"F",166,458,NA,71.9,176,"ADULT",NA,NA,7,"NMDGF",NA
"575","3",0007-11-17,2007,"Antigone canadensis canadensis",3363,"F",160,444,67.5,77.6,188,"ADULT",NA,NA,7,"NMDGF",NA
"576","3",0007-11-18,2007,"Antigone canadensis canadensis",3309,"F",171,NA,60,70,177,"ADULT",NA,NA,7,"NMDGF",NA
"577","2",0007-11-18,2007,"Antigone canadensis canadensis",3461,"M",171,441,62.6,73.9,179,"ADULT",NA,NA,7,"NMDGF",NA
"578","3",0007-11-18,2007,"Antigone canadensis canadensis",3265,"M",160,453,60.9,72.7,189,"ADULT",NA,NA,7,"NMDGF",NA
"579","2",0007-12-08,2007,"Antigone canadensis canadensis",3427,"M",170,465,NA,79.1,200,"ADULT",NA,NA,7,"NMDGF",NA
"580","3",0007-12-08,2007,"Antigone canadensis canadensis",3077,"F",165,460,59.2,66.3,172,"ADULT",NA,NA,7,"NMDGF",NA
"581","2",0007-12-09,2007,"Antigone canadensis canadensis",2968,"F",166,467,62.5,72.5,196,"ADULT",NA,NA,7,"NMDGF",NA
"582","3",0007-12-09,2007,"Antigone canadensis canadensis",3841,"M",175,475,NA,80.7,200,"ADULT",NA,NA,7,"NMDGF",NA
"583","2",0007-12-09,2007,"Antigone canadensis canadensis",3372,"F",155,450,64,73.8,193,"ADULT",NA,NA,7,"NMDGF",NA
"584","2",0007-12-09,2007,"Antigone canadensis canadensis",2797,"F",160,425,54.2,65.7,NA,"ADULT",NA,NA,7,"NMDGF",NA
"585","2",0007-12-09,2007,"Antigone canadensis canadensis",3740,"M",175,470,63.8,74.1,203,"ADULT",NA,NA,7,"NMDGF",NA
"586","2",0007-12-09,2007,"Antigone canadensis canadensis",3167,"F",180,475,61.3,68.9,182,"ADULT",NA,NA,7,"NMDGF",NA
"587","2",0008-01-12,2007,"Antigone canadensis canadensis",3283,"M",174,467,65,73.3,183,"ADULT",NA,NA,8,"NMDGF",NA
"588","3",0008-01-12,2007,"Antigone canadensis canadensis",3134,"F",165,434,53.8,72.2,184,"ADULT",NA,NA,8,"NMDGF",NA
"589","2",0008-01-12,2007,"Antigone canadensis canadensis",2781,"F",154,432,66.4,77.1,168,"ADULT",NA,NA,8,"NMDGF",NA
"590","3",0008-01-12,2007,"Antigone canadensis canadensis",3412,"M",185,475,NA,NA,177,"ADULT",NA,NA,8,"NMDGF",NA
"591","3",0008-01-12,2007,"Antigone canadensis canadensis",3788,"M",167,443,63.2,74.4,174,"ADULT",NA,NA,8,"NMDGF",NA
"592","2",0008-01-13,2007,"Antigone canadensis canadensis",NA,"M",187,482,65.6,79.4,211,"ADULT",NA,NA,8,"NMDGF",NA
"593","3",0008-11-01,2008,"Antigone canadensis canadensis",3896,"M",182,492,62.6,70.9,196,"ADULT",NA,NA,8,"NMDGF",NA
"594","3",0008-11-01,2008,"Antigone canadensis canadensis",3398,"M",166,494,63.1,74,189,"ADULT",NA,NA,8,"NMDGF",NA
"595","2",0008-11-01,2008,"Antigone canadensis canadensis",3062,"F",160,441,NA,NA,172,"ADULT",NA,NA,8,"NMDGF",NA
"596","2",0008-11-01,2008,"Antigone canadensis canadensis",3407,"M",176,473,62.4,72.8,191,"ADULT",NA,NA,8,"NMDGF",NA
"597","2",0008-11-01,2008,"Antigone canadensis canadensis",2713,"F",146,421,54.5,65.5,173,"ADULT",NA,NA,8,"NMDGF",NA
"598","3",0008-11-01,2008,"Antigone canadensis canadensis",3707,"M",161,474,63.9,77.1,198,"ADULT",NA,NA,8,"NMDGF",NA
"599","3",0008-11-01,2008,"Antigone canadensis canadensis",3290,"F",163,444,60.6,70.9,184,"ADULT",NA,NA,8,"NMDGF",NA
"600","3",0008-11-01,2008,"Antigone canadensis canadensis",2737,"F",155,414,55.7,65.5,183,"ADULT",NA,NA,8,"NMDGF",NA
"601","2",0008-11-01,2008,"Antigone canadensis canadensis",3311,"F",169,456,57.8,69.1,196,"ADULT",NA,NA,8,"NMDGF",NA
"602","2",0008-11-01,2008,"Antigone canadensis canadensis",2860,"F",163,446,56.1,68.7,159,"ADULT",NA,NA,8,"NMDGF",NA
"603","3",0008-11-01,2008,"Antigone canadensis canadensis",3188,"F",153,444,62.8,72.5,196,"ADULT",NA,NA,8,"NMDGF",NA
"604","2",0008-11-01,2008,"Antigone canadensis canadensis",2949,"F",169,441,59.3,68.7,155,"ADULT",NA,NA,8,"NMDGF",NA
"605","3",0008-11-01,2008,"Antigone canadensis canadensis",3297,"F",162,444,58.9,71.1,182,"ADULT",NA,NA,8,"NMDGF",NA
"606","3",0008-11-01,2008,"Antigone canadensis canadensis",3157,"M",162,472,63.9,80.5,184,"ADULT",NA,NA,8,"NMDGF",NA
"607","3",0008-11-01,2008,"Antigone canadensis canadensis",3379,"M",175,483,62.4,71.2,191,"ADULT",NA,NA,8,"NMDGF",NA
"608","3",0008-11-01,2008,"Antigone canadensis canadensis",3044,"F",163,459,59.5,69.4,172,"ADULT",NA,NA,8,"NMDGF",NA
"609","2",0008-11-01,2008,"Antigone canadensis canadensis",3395,"F",156,444,62.5,72.7,181,"ADULT",NA,NA,8,"NMDGF",NA
"610","2",0008-11-01,2008,"Antigone canadensis canadensis",3680,"M",168,474,61,70.6,201,"ADULT",NA,NA,8,"NMDGF",NA
"611","3",0008-11-01,2008,"Antigone canadensis canadensis",3088,"M",170,451,62.4,74.2,187,"ADULT",NA,NA,8,"NMDGF",NA
"612","3",0008-11-01,2008,"Antigone canadensis canadensis",2781,"F",163,412,54.5,64.3,175,"ADULT",NA,NA,8,"NMDGF",NA
"613","2",0008-11-01,2008,"Antigone canadensis canadensis",3670,"M",NA,472,61.3,73.8,205,"ADULT",NA,NA,8,"NMDGF",NA
"614","2",0008-11-01,2008,"Antigone canadensis canadensis",3346,"M",169,448,62.7,75.5,201,"ADULT",NA,NA,8,"NMDGF",NA
"615","2",0008-11-01,2008,"Antigone canadensis canadensis",3714,"M",166,472,63.9,70.4,204,"ADULT",NA,NA,8,"NMDGF",NA
"616","3",0008-11-01,2008,"Antigone canadensis canadensis",3536,"M",179,478,60.8,73,196,"ADULT",NA,NA,8,"NMDGF",NA
"617","3",0008-11-01,2008,"Antigone canadensis canadensis",2862,"F",156,458,54.5,65.4,184,"IMMATURE",NA,NA,8,"NMDGF",NA
"618","3",0008-11-01,2008,"Antigone canadensis canadensis",3047,"M",156,446,NA,59.3,181,"IMMATURE",NA,NA,8,"NMDGF",NA
"619","2",0008-11-02,2008,"Antigone canadensis canadensis",3015,"F",159,463,58.9,69,177,"ADULT",NA,NA,8,"NMDGF",NA
"620","2",0008-11-02,2008,"Antigone canadensis canadensis",2703,"F",170,441,59.4,71.9,191,"ADULT",NA,NA,8,"NMDGF",NA
"621","2",0008-11-02,2008,"Antigone canadensis canadensis",3314,"M",177,477,61.1,79.1,207,"ADULT",NA,NA,8,"NMDGF",NA
"622","2",0008-11-02,2008,"Antigone canadensis canadensis",3225,"F",157,457,NA,NA,176,"ADULT",NA,NA,8,"NMDGF",NA
"623","2",0008-11-02,2008,"Antigone canadensis canadensis",3284,"M",172,452,62.3,72.1,179,"ADULT",NA,NA,8,"NMDGF",NA
"624","2",0008-11-02,2008,"Antigone canadensis canadensis",2696,"F",148,431,55.5,65.8,173,"ADULT",NA,NA,8,"NMDGF",NA
"625","3",0008-11-02,2008,"Antigone canadensis canadensis",3524,"F",186,471,NA,NA,196,"ADULT",NA,NA,8,"NMDGF",NA
"626","3",0008-11-02,2008,"Antigone canadensis canadensis",2820,"F",162,455,59.1,68.7,183,"ADULT",NA,NA,8,"NMDGF",NA
"627","3",0008-11-02,2008,"Antigone canadensis canadensis",3677,"M",181,479,59.2,70.5,203,"ADULT",NA,NA,8,"NMDGF",NA
"628","3",0008-11-02,2008,"Antigone canadensis canadensis",3101,"F",168,439,60.6,69.3,197,"ADULT",NA,NA,8,"NMDGF",NA
"629","3",0008-11-02,2008,"Antigone canadensis canadensis",3312,"M",152,443,61.2,69.4,185,"ADULT",NA,NA,8,"NMDGF",NA
"630","3",0008-11-02,2008,"Antigone canadensis canadensis",3418,"M",175,480,64.4,74.2,196,"ADULT",NA,NA,8,"NMDGF",NA
"631","2",0008-11-02,2008,"Antigone canadensis canadensis",3320,"M",164,451,59.3,70.9,190,"ADULT",NA,NA,8,"NMDGF",NA
"632","3",0008-11-02,2008,"Antigone canadensis canadensis",3141,"F",169,457,59.3,68.8,196,"ADULT",NA,NA,8,"NMDGF",NA
"633","2",0008-11-02,2008,"Antigone canadensis canadensis",NA,"F",NA,NA,52.5,61.1,161,"IMMATURE",NA,NA,8,"NMDGF",NA
"634","2",0008-11-02,2008,"Antigone canadensis canadensis",2984,"M",NA,426,51,61,177,"IMMATURE",NA,NA,8,"NMDGF",NA
"635","2",0008-11-02,2008,"Antigone canadensis canadensis",2703,"M",152,449,52.5,63,176,"IMMATURE",NA,NA,8,"NMDGF",NA
"636","3",0008-11-02,2008,"Antigone canadensis canadensis",2839,"F",155,431,56.2,67.3,180,"IMMATURE",NA,NA,8,"NMDGF",NA
"637","2",0008-11-02,2008,"Antigone canadensis canadensis",2726,"F",143,416,53.1,64.5,186,"IMMATURE",NA,NA,8,"NMDGF",NA
"638","3",0008-11-02,2008,"Antigone canadensis canadensis",2703,"F",149,427,53.7,64.1,170,"IMMATURE",NA,NA,8,"NMDGF",NA
"639","2",0008-11-10,2008,"Antigone canadensis canadensis",3123,"M",153,443,61.3,72.2,191,"ADULT",NA,NA,8,"NMDGF",NA
"640","2",0008-11-22,2008,"Antigone canadensis canadensis",3122,"M",161,458,66.1,77.2,192,NA,NA,NA,8,"NMDGF",NA
"641","3",0008-11-22,2008,"Antigone canadensis canadensis",3381,"M",172,458,65.5,77.1,170,"ADULT",NA,NA,8,"NMDGF",NA
"642","2",0008-11-22,2008,"Antigone canadensis canadensis",3669,"M",173,481,64.3,74.4,184,"ADULT",NA,NA,8,"NMDGF",NA
"643","2",0008-11-22,2008,"Antigone canadensis canadensis",3589,"M",167,460,60.9,71.8,204,"ADULT",NA,NA,8,"NMDGF",NA
"644","3",0008-11-22,2008,"Antigone canadensis canadensis",2845,"F",151,NA,54.8,61,167,"ADULT",NA,NA,8,"NMDGF",NA
"645","3",0008-11-22,2008,"Antigone canadensis canadensis",3130,"F",156,424,54.7,63.3,171,"ADULT",NA,NA,8,"NMDGF",NA
"646","3",0008-11-22,2008,"Antigone canadensis canadensis",3703,"M",184,456,61.6,71.1,197,"ADULT",NA,NA,8,"NMDGF",NA
"647","2",0008-11-22,2008,"Antigone canadensis canadensis",3718,"M",170,475,67.1,75.5,188,"ADULT",NA,NA,8,"NMDGF",NA
"648","2",0008-11-22,2008,"Antigone canadensis canadensis",3325,"M",166,463,63.1,73.8,184,"ADULT",NA,NA,8,"NMDGF",NA
"649","2",0008-11-22,2008,"Antigone canadensis canadensis",3196,"F",153,431,62.4,76.3,181,"ADULT",NA,NA,8,"NMDGF",NA
"650","2",0008-11-22,2008,"Antigone canadensis canadensis",3195,"F",160,437,63.5,71.8,191,"ADULT",NA,NA,8,"NMDGF",NA
"651","2",0008-11-22,2008,"Antigone canadensis canadensis",3099,"M",152,424,62.5,73.1,196,"ADULT",NA,NA,8,"NMDGF",NA
"652","2",0008-11-22,2008,"Antigone canadensis canadensis",3018,"F",149,434,54.9,66.5,179,"ADULT",NA,NA,8,"NMDGF",NA
"653","2",0008-11-22,2008,"Antigone canadensis canadensis",2835,"F",147,442,56.7,65.7,174,"ADULT",NA,NA,8,"NMDGF",NA
"654","3",0008-11-22,2008,"Antigone canadensis canadensis",NA,"F",NA,NA,51.7,60.4,155,"IMMATURE",NA,NA,8,"NMDGF",NA
"655","3",0008-11-22,2008,"Antigone canadensis canadensis",3221,"M",152,435,54.4,63.4,177,"IMMATURE",NA,NA,8,"NMDGF",NA
"656","3",0008-11-22,2008,"Antigone canadensis canadensis",2562,"F",NA,NA,51.8,60.2,160,"IMMATURE",NA,NA,8,"NMDGF",NA
"657","3",0008-11-22,2008,"Antigone canadensis canadensis",3005,"M",NA,420,51.7,63,182,"IMMATURE",NA,NA,8,"NMDGF",NA
"658","2",0008-11-23,2008,"Antigone canadensis canadensis",3577,"M",167,456,64.1,73.9,196,"ADULT",NA,NA,8,"NMDGF",NA
"659","3",0008-11-23,2008,"Antigone canadensis canadensis",3596,"M",171,458,63.5,74,186,"ADULT",NA,NA,8,"NMDGF",NA
"660","3",0008-11-23,2008,"Antigone canadensis canadensis",3537,"M",173,477,61,70.1,195,"ADULT",NA,NA,8,"NMDGF",NA
"661","3",0008-11-23,2008,"Antigone canadensis canadensis",3310,"F",166,436,58.9,68.5,184,"ADULT",NA,NA,8,"NMDGF",NA
"662","3",0008-11-23,2008,"Antigone canadensis canadensis",NA,"M",183,501,60.4,71.6,203,"ADULT",NA,NA,8,"NMDGF",NA
"663","3",0008-11-23,2008,"Antigone canadensis canadensis",2953,"F",160,431,55.1,64.8,177,"ADULT",NA,NA,8,"NMDGF",NA
"664","3",0008-11-23,2008,"Antigone canadensis canadensis",NA,"F",161,448,64.5,75.2,176,"ADULT",NA,NA,8,"NMDGF",NA
"665","2",0008-11-23,2008,"Antigone canadensis canadensis",3325,"M",177,455,58.2,68.6,200,"ADULT",NA,NA,8,"NMDGF",NA
"666","2",0008-11-23,2008,"Antigone canadensis canadensis",3144,"F",166,435,54.1,64.8,188,"ADULT",NA,NA,8,"NMDGF",NA
"667","2",0008-11-23,2008,"Antigone canadensis canadensis",2891,"F",155,422,54,64.7,172,"ADULT",NA,NA,8,"NMDGF",NA
"668","2",0008-11-23,2008,"Antigone canadensis canadensis",3549,"M",167,NA,62.2,71,193,"ADULT",NA,NA,8,"NMDGF",NA
"669","2",0008-11-23,2008,"Antigone canadensis canadensis",3826,"M",171,468,60.4,71.5,187,"ADULT",NA,NA,8,"NMDGF",NA
"670","3",0008-11-23,2008,"Antigone canadensis canadensis",3291,"M",183,465,61.5,69.6,187,"ADULT",NA,NA,8,"NMDGF",NA
"671","3",0008-11-23,2008,"Antigone canadensis canadensis",2808,"F",152,438,57.2,69.7,186,"ADULT",NA,NA,8,"NMDGF",NA
"672","3",0008-11-23,2008,"Antigone canadensis canadensis",3100,"F",149,436,57.1,66.3,186,"ADULT",NA,NA,8,"NMDGF",NA
"673","3",0008-11-23,2008,"Antigone canadensis canadensis",2686,"F",145,430,53.7,61.4,154,"IMMATURE",NA,NA,8,"NMDGF",NA
"674","3",0008-12-06,2008,"Antigone canadensis canadensis",3332,"M",168,438,59.4,74.4,181,"ADULT",NA,NA,8,"NMDGF",NA
"675","3",0008-12-06,2008,"Antigone canadensis canadensis",3671,"M",172,453,61.1,75.1,183,"ADULT",NA,NA,8,"NMDGF",NA
"676","3",0008-12-07,2008,"Antigone canadensis canadensis",3327,"F",149,428,57.7,70.1,175,"ADULT",NA,NA,8,"NMDGF",NA
"677","2",0008-12-07,2008,"Antigone canadensis canadensis",3632,"M",153,450,59.2,69.5,195,"ADULT",NA,NA,8,"NMDGF",NA
"678","2",0008-12-07,2008,"Antigone canadensis canadensis",3718,"M",161,462,62.2,72.9,193,"ADULT",NA,NA,8,"NMDGF",NA
"679","3",0008-12-07,2008,"Antigone canadensis canadensis",3659,"M",170,473,60.9,74.5,196,"ADULT",NA,NA,8,"NMDGF",NA
"680","3",0008-12-07,2008,"Antigone canadensis canadensis",3460,"M",173,459,63.6,75.1,193,"ADULT",NA,NA,8,"NMDGF",NA
"681","3",0008-12-07,2008,"Antigone canadensis canadensis",NA,"M",174,479,64.1,76.6,205,"ADULT",NA,NA,8,"NMDGF",NA
"682","2",0008-12-07,2008,"Antigone canadensis canadensis",3699,"M",169,493,NA,80.3,194,"ADULT",NA,NA,8,"NMDGF",NA
"683","2",0008-12-07,2008,"Antigone canadensis canadensis",3232,"F",163,440,58.1,67.5,181,"ADULT",NA,NA,8,"NMDGF",NA
"684","2",0008-12-07,2008,"Antigone canadensis canadensis",3575,"M",172,449,66.6,80.6,205,"ADULT",NA,NA,8,"NMDGF",NA
"685","3",0008-12-07,2008,"Antigone canadensis canadensis",2760,"F",NA,413,55.7,66.2,171,"IMMATURE",NA,NA,8,"NMDGF",NA
"686","2",0008-12-07,2008,"Antigone canadensis canadensis",3004,"M",143,427,53,63.4,170,"IMMATURE",NA,NA,8,"NMDGF",NA
"687","2",0009-01-10,2008,"Antigone canadensis canadensis",3845,"M",NA,NA,63,74.2,200,"ADULT",NA,NA,9,"NMDGF",NA
"688","2",0009-01-10,2008,"Antigone canadensis canadensis",3600,"M",171,483,61,73.2,201,"ADULT",NA,NA,9,"NMDGF",NA
"689","3",0009-01-10,2008,"Antigone canadensis canadensis",3642,"M",172,476,60.9,71.5,198,"ADULT",NA,NA,9,"NMDGF",NA
"690","2",0009-01-10,2008,"Antigone canadensis canadensis",3358,"F",173,450,64,73.3,201,"ADULT",NA,NA,9,"NMDGF",NA
"691","2",0009-01-10,2008,"Antigone canadensis canadensis",3066,"F",159,442,57.9,67,177,"ADULT",NA,NA,9,"NMDGF",NA
"692","2",0009-01-10,2008,"Antigone canadensis canadensis",3091,"F",164,431,52.5,62.2,172,"ADULT",NA,NA,9,"NMDGF",NA
"693","2",0009-01-10,2008,"Antigone canadensis canadensis",3965,"M",149,457,63.7,78.4,207,"IMMATURE",NA,NA,9,"NMDGF",NA
"694","2",0009-01-11,2008,"Antigone canadensis canadensis",NA,"M",174,453,58.1,67.8,186,"ADULT",NA,NA,9,"NMDGF",NA
"695","2",0009-01-11,2008,"Antigone canadensis canadensis",3324,"F",163,449,59.6,71,195,"ADULT",NA,NA,9,"NMDGF",NA
"696","2",0009-01-11,2008,"Antigone canadensis canadensis",3178,"F",165,440,58,64.7,171,"ADULT",NA,NA,9,"NMDGF",NA
"697","2",0009-01-11,2008,"Antigone canadensis canadensis",3672,"M",168,467,55.5,66.3,197,"ADULT",NA,NA,9,"NMDGF",NA
"698","2",0009-01-11,2008,"Antigone canadensis canadensis",3306,"F",173,465,69.2,79.8,184,"ADULT",NA,NA,9,"NMDGF",NA
"699","2",0009-01-11,2008,"Antigone canadensis canadensis",3735,"M",168,459,66.1,78.3,198,"IMMATURE",NA,NA,9,"NMDGF",NA
"700","3",0009-10-27,2009,"Antigone canadensis canadensis",3522,"M",177,482,59.7,70.7,191,"ADULT",NA,NA,9,"NMDGF",NA
"701","3",0009-10-27,2009,"Antigone canadensis canadensis",3880,"M",162,453,58.5,66.7,189,"ADULT",NA,NA,9,"NMDGF",NA
"702","2",0009-10-31,2009,"Antigone canadensis canadensis",3190,"F",160,441,62,72.6,192,"ADULT",NA,NA,9,"NMDGF",NA
"703","2",0009-10-31,2009,"Antigone canadensis canadensis",3755,"M",181,489,61.3,70.5,201,"ADULT",NA,NA,9,"NMDGF",NA
"704","2",0009-10-31,2009,"Antigone canadensis canadensis",3169,"F",154,450,57.2,68.8,185,"ADULT",NA,NA,9,"NMDGF",NA
"705","2",0009-10-31,2009,"Antigone canadensis canadensis",2910,"M",161,433,60.3,69.1,180,"ADULT",NA,NA,9,"NMDGF",NA
"706","2",0009-10-31,2009,"Antigone canadensis canadensis",3770,"M",171,466,61.9,74.8,199,"ADULT",NA,NA,9,"NMDGF",NA
"707","2",0009-10-31,2009,"Antigone canadensis canadensis",3608,"M",182,477,61.9,73.7,194,"ADULT",NA,NA,9,"NMDGF",NA
"708","2",0009-10-31,2009,"Antigone canadensis canadensis",2720,"M",173,459,60.1,72.4,186,"ADULT",NA,NA,9,"NMDGF",NA
"709","2",0009-10-31,2009,"Antigone canadensis canadensis",3860,"M",161,475,64,73.6,183,"ADULT",NA,NA,9,"NMDGF",NA
"710","2",0009-10-31,2009,"Antigone canadensis canadensis",3413,"F",177,464,62.8,74.7,181,"ADULT",NA,NA,9,"NMDGF",NA
"711","2",0009-10-31,2009,"Antigone canadensis canadensis",3810,"M",179,479,63.2,73,189,"ADULT",NA,NA,9,"NMDGF",NA
"712","2",0009-10-31,2009,"Antigone canadensis canadensis",NA,"M",180,485,64.7,76.4,NA,"ADULT",NA,NA,9,"NMDGF",NA
"713","2",0009-10-31,2009,"Antigone canadensis canadensis",3201,"F",160,451,61.6,71.4,NA,"ADULT",NA,NA,9,"NMDGF",NA
"714","2",0009-10-31,2009,"Antigone canadensis canadensis",3581,"M",159,456,60.9,72.4,190,"ADULT",NA,NA,9,"NMDGF",NA
"715","2",0009-10-31,2009,"Antigone canadensis canadensis",3536,"M",176,456,65,73.8,191,"ADULT",NA,NA,9,"NMDGF",NA
"716","2",0009-10-31,2009,"Antigone canadensis canadensis",2671,"F",150,456,62.6,69.2,187,"ADULT",NA,NA,9,"NMDGF",NA
"717","2",0009-10-31,2009,"Antigone canadensis canadensis",3314,"M",151,448,61.7,67.6,186,"ADULT",NA,NA,9,"NMDGF",NA
"718","2",0009-10-31,2009,"Antigone canadensis canadensis",2959,"F",163,437,58.4,67.8,176,"ADULT",NA,NA,9,"NMDGF",NA
